user,movie,rating
1383,1088,2.7215977
639,1088,3.614852
1268,1088,3.2525628
5394,1088,3.104257
1448,1088,3.5942113
1958,1088,3.6187773
5277,1088,2.9131477
5205,1088,2.9453595
5734,1088,3.3809662
1092,1088,3.6054344
6016,1088,2.5657709
3768,1088,3.0258234
3363,1088,3.1733687
1776,1088,3.269772
1117,1088,3.03009
4467,1088,2.4236832
5636,1088,2.4387434
2376,1088,2.443908
5157,1238,4.155726
4418,1238,3.395207
1274,1238,3.6385815
2962,1238,3.3544555
973,1238,2.7607872
2407,1238,3.8385031
5787,1238,4.0508294
1505,1238,4.265909
935,1238,3.5599682
1266,1238,4.083835
1590,1238,3.533563
2781,1238,4.337275
5761,1238,4.3443627
1952,1238,3.8611712
1242,1238,3.9832404
1002,1238,3.907264
1181,1238,3.14808
4448,1238,4.3832607
4940,1238,4.615025
2436,1238,3.910375
2832,1238,3.975159
691,1238,3.970699
5172,1238,3.438644
1897,1238,3.9240172
3391,1238,4.3223944
2868,1238,4.0098586
1547,1238,3.237028
4802,1238,4.2605515
3367,1238,4.2706633
5991,1238,3.4116397
5019,1238,3.3834352
4467,1238,2.3710833
1088,1342,2.727642
4169,1342,2.764047
1051,1342,2.9217377
2962,1342,2.439137
1889,1342,2.5574222
855,1342,2.7264616
1266,1342,2.8365355
2796,1342,2.2679162
3648,1342,2.644979
1516,1342,2.9267712
676,1342,2.3172789
1733,1342,2.6363015
2847,1342,2.123799
5397,1342,2.5598433
1969,1342,3.2123563
721,1342,2.809207
1451,1342,3.0674999
1643,1342,2.8233998
1737,1342,3.0300336
2129,1342,2.8593206
1611,1342,3.2111497
710,1342,2.884416
712,1342,2.903894
1579,1342,2.6418922
1448,1342,2.7137709
5878,1342,2.81117
4085,1342,2.908702
1776,1342,2.890441
3055,1342,2.8973181
3475,1580,3.7222822
4294,1580,3.9079804
970,1580,3.6775563
4477,1580,3.270429
918,1580,1.3498244
1165,1580,3.1606805
4169,1580,3.6297727
2683,1580,3.2010329
1415,1580,3.4020402
2905,1580,3.776984
2962,1580,2.958597
1889,1580,3.2532237
1875,1580,3.234787
5892,1580,3.4514515
4610,1580,4.1114526
973,1580,2.275766
1260,1580,3.580416
3054,1580,3.0881238
3792,1580,3.8214247
2168,1580,4.0216427
1978,1580,3.9714484
3963,1580,3.5405543
5302,1580,3.96054
855,1580,3.440491
5102,1580,4.4250336
5620,1580,3.4965916
1266,1580,3.7350514
2796,1580,2.9916663
2239,1580,3.9128113
3648,1580,2.9765816
1516,1580,4.033115
1302,1580,4.0980644
5761,1580,4.391096
1952,1580,3.1846502
2808,1580,4.0983276
2880,1580,3.1584957
4639,1580,4.01386
1074,1580,3.36542
646,1580,3.7869961
1029,1580,3.1070344
2985,1580,3.6824436
1186,1580,3.5693295
3119,1580,3.3063498
1733,1580,2.840031
1530,1580,3.7488828
2847,1580,2.5162444
4478,1580,3.5198188
1194,1580,3.6333046
2246,1580,3.1206355
3074,1580,4.0518737
3401,1580,3.4627745
979,1580,3.6896768
3410,1580,2.9822788
2926,1580,3.1911361
1219,1580,4.033013
1329,1580,3.7442973
4589,1580,3.9566824
1211,1580,2.9869676
1865,1580,3.494093
1142,1580,3.4897537
884,1580,4.173078
1560,1580,3.6411414
5630,1580,3.3649902
3085,1580,4.0292907
1737,1580,3.8712134
1779,1580,2.7760074
3505,1580,2.9946847
5276,1580,3.6336281
2784,1580,3.427354
791,1580,3.564878
1601,1580,3.9206722
691,1580,3.6977127
1998,1580,3.1894174
3038,1580,3.4271278
1463,1580,4.415679
1001,1580,3.2691092
2258,1580,3.6303241
5053,1580,3.697744
3840,1580,4.041903
1347,1580,3.532541
1724,1580,3.7528439
2641,1580,3.8013341
3807,1580,3.7576401
1611,1580,3.8706696
1447,1580,3.864376
2715,1580,3.6525445
3693,1580,3.4257941
1079,1580,2.9325309
5723,1580,3.504097
678,1580,3.7981324
1348,1580,3.8319154
752,1580,2.704417
5458,1580,3.3221564
1203,1580,3.7675483
3746,1580,3.7666185
1547,1580,2.8120787
5484,1580,3.5991077
1842,1580,3.9886332
4785,1580,3.8539505
1228,1580,3.536033
5394,1580,3.5871394
1448,1580,3.8464713
4640,1580,3.1081414
5991,1580,2.685735
3274,1580,3.6278996
1390,1580,3.885856
5242,1580,2.8872974
3363,1580,3.1338668
1776,1580,3.4806411
2282,1580,3.916691
1063,1580,4.1183085
701,1580,3.4622593
4232,1580,3.264454
2376,1580,3.0142636
5682,1591,3.1866698
970,1591,2.5321264
3313,1591,2.5614812
5787,1591,2.6455238
2796,1591,2.0549653
1516,1591,2.789535
770,1591,2.3490834
4979,1591,2.274794
839,1591,2.761058
2131,1591,2.5586462
2847,1591,1.7965477
3401,1591,2.3027973
937,1591,2.5162344
2887,1591,2.7169135
1219,1591,2.822631
1329,1591,2.5761416
698,1591,2.564943
890,1591,2.8052006
1779,1591,2.1026216
791,1591,2.4404037
1422,1591,2.107864
2077,1591,2.506168
5053,1591,2.626264
1639,1591,2.6168005
5473,1591,2.6408353
1611,1591,2.7444072
1447,1591,2.5306325
678,1591,2.4479477
639,1591,2.552807
4728,1591,2.6530588
1448,1591,2.480935
3274,1591,2.2823682
3768,1591,2.4285336
4079,1591,2.6572688
1101,1591,2.364551
3312,1591,2.419487
996,1591,2.6621284
716,1591,3.1806788
1246,1591,2.7732503
4489,1645,3.7907937
4042,1645,3.2009428
970,1645,3.4745374
1561,1645,3.4532683
4169,1645,3.2296233
2962,1645,2.7744782
667,1645,3.4433317
1889,1645,2.9942226
1260,1645,3.2764843
3679,1645,3.4364457
1925,1645,3.1241455
727,1645,3.075455
2242,1645,3.5063417
1425,1645,3.5092597
2781,1645,3.6753442
3648,1645,3.0073254
3125,1645,3.398007
1902,1645,3.7861826
3509,1645,2.9088829
839,1645,3.7152476
5492,1645,3.4668174
3613,1645,3.4165733
676,1645,3.1502416
5096,1645,2.9399629
1806,1645,3.7723992
4465,1645,2.5494971
1733,1645,2.8335612
904,1645,3.5219328
2847,1645,2.5391884
3112,1645,3.1162813
1194,1645,3.5795023
2841,1645,3.3663733
4520,1645,3.5732443
3401,1645,2.9869492
3471,1645,3.1462145
2926,1645,2.8780856
3620,1645,2.908385
1211,1645,2.8719687
5453,1645,3.2889812
2271,1645,3.4425333
721,1645,3.5614374
1643,1645,3.180511
890,1645,3.5797565
1737,1645,3.6638165
5792,1645,2.9123998
1837,1645,3.4048657
3821,1645,2.2940204
2077,1645,3.4621625
869,1645,3.548231
2129,1645,3.1608164
3266,1645,3.5727081
2395,1645,3.4284556
5473,1645,3.4890714
1447,1645,3.492323
3462,1645,3.2398198
3842,1645,3.3387086
3391,1645,3.843611
4117,1645,4.040979
1203,1645,3.4925888
712,1645,3.3725603
1579,1645,2.9782374
3992,1645,3.7464433
4834,1645,3.1500711
1842,1645,3.685065
4328,1645,3.0171256
4728,1645,3.5087569
2946,1645,2.937317
4089,1645,3.7688994
1448,1645,3.4206243
1958,1645,3.507608
2276,1645,3.562844
1101,1645,3.0567842
3312,1645,3.211611
716,1645,4.073255
2528,1645,3.65583
1246,1645,3.5174036
1928,1645,3.639323
4169,1829,3.1670504
1266,1829,3.118745
1164,1829,2.9330359
1203,1829,3.2245927
1228,1829,2.9472325
1088,1959,3.63055
2247,1959,3.681151
2683,1959,3.590243
1243,1959,3.729148
5405,1959,3.429207
1260,1959,3.5606418
4305,1959,3.6457
4277,1959,3.9190564
2998,1959,3.5674539
696,1959,3.458555
660,1959,3.0618563
3020,1959,3.4564683
1546,1959,3.3411353
5539,1959,3.309203
1834,1959,3.5459366
881,1959,2.4843447
1701,1959,3.5760343
754,1959,3.4966521
1181,1959,2.7585826
1194,1959,3.4945846
1164,1959,3.6730547
1865,1959,3.4599447
721,1959,3.2907672
1451,1959,3.8048706
1015,1959,3.5538518
648,1959,3.5041811
2814,1959,3.9690776
3982,1959,3.4799657
1897,1959,3.5082555
1912,1959,2.759548
2359,1959,3.6449811
2453,1959,3.6850557
678,1959,3.8792462
3507,1959,3.430239
1712,1959,4.01606
4241,1959,3.639546
943,1959,4.064618
4834,1959,3.6785178
1980,1959,3.7041996
2427,1959,3.6445658
4371,1959,3.660576
2762,1959,3.5027661
1449,1959,2.9718025
4079,1959,3.6131213
3312,1959,3.1012282
3363,1959,3.5721285
934,1959,3.3162942
2643,1959,3.0254517
2057,1959,3.4037175
4186,2122,1.5352924
1051,2122,2.4257164
2962,2122,1.9128077
2255,2122,1.8680468
2638,2122,2.0647428
1425,2122,2.3116608
1266,2122,2.349029
3648,2122,2.7699912
5132,2122,1.9135141
5054,2122,1.6114169
2041,2122,1.9715745
4520,2122,2.599599
3410,2122,2.0037525
1643,2122,1.9195487
1422,2122,1.6690987
2129,2122,2.354064
3842,2122,2.339398
1912,2122,1.2250887
678,2122,2.3360891
1712,2122,2.8406131
749,2122,2.662806
1448,2122,2.1626606
1958,2122,2.5909157
2611,2122,2.3537316
1101,2122,2.0479798
1851,2122,2.244136
1776,2122,2.882204
3055,2122,2.4646842
5636,2122,1.7411789
1088,2142,2.6604292
918,2142,1.0149403
4126,2142,3.0681336
2168,2142,3.0518596
1425,2142,2.6537652
770,2142,2.2174513
2847,2142,1.5540296
3401,2142,2.5730348
1422,2142,2.2312381
2258,2142,2.5851474
1611,2142,2.773426
1556,2142,2.493231
2125,2142,2.9008484
2195,2142,3.0227003
639,2142,3.0175157
5394,2142,2.4545197
5643,2142,2.259055
3312,2142,2.3222833
5198,2142,1.8884854
5156,2366,4.4309425
4186,2366,2.9897833
2342,2366,3.5226567
874,2366,3.8099117
1875,2366,3.5278223
5787,2366,4.088683
1505,2366,3.9363306
660,2366,3.112452
2796,2366,2.727858
3970,2366,3.01285
2781,2366,4.0374355
3648,2366,2.6427321
770,2366,2.9476209
777,2366,2.2935748
1029,2366,3.7446694
1087,2366,3.9806082
1010,2366,2.870456
5054,2366,3.1258745
5291,2366,3.9254568
2246,2366,3.3338969
4520,2366,3.652855
1182,2366,3.5380764
3610,2366,2.135707
5397,2366,3.1321619
1597,2366,3.4345212
3051,2366,3.2352858
4940,2366,4.3520384
884,2366,3.7843995
1560,2366,3.8267899
3018,2366,3.6464217
2574,2366,3.4957938
791,2366,3.4787369
3002,2366,4.2376204
4682,2366,3.4609845
1998,2366,3.2445078
3589,2366,2.4264615
2020,2366,3.4348037
1780,2366,3.0092938
2172,2366,3.0581043
3182,2366,3.0371053
1447,2366,3.8076005
1389,2366,3.7670348
1912,2366,3.0022662
5475,2366,3.8691123
1593,2366,3.0238247
1842,2366,4.206253
1860,2366,3.1238463
3178,2366,2.9260762
2946,2366,2.9352436
5394,2366,3.3902178
1285,2366,3.9742122
1448,2366,3.86352
3768,2366,3.5837069
1101,2366,3.3880725
2621,2366,2.6377616
2282,2366,4.111782
4744,2366,2.7579901
3368,2366,3.3318472
2962,2659,2.5637252
4448,2659,3.3510504
2036,2659,3.1923416
1717,2659,3.022976
1639,2659,3.0112228
1941,2659,2.8997345
710,2659,2.900387
3475,2866,3.9123178
5605,2866,2.9527206
1415,2866,3.2127478
1260,2866,3.6309924
855,2866,3.575009
1505,2866,3.8408146
935,2866,3.424004
839,2866,4.100792
6002,2866,3.8747435
4765,2866,3.8176844
5580,2866,3.902371
904,2866,3.0402808
4448,2866,4.176991
1451,2866,3.980903
981,2866,2.983104
1422,2866,3.091078
1780,2866,2.9812236
5172,2866,3.0903459
1897,2866,3.5654283
2544,2866,3.4752162
1712,2866,4.0259333
749,2866,3.2940302
1448,2866,3.8214543
1449,2866,3.096344
4079,2866,3.6969316
1117,2866,3.7112823
1088,3175,3.6659224
1645,3175,4.2010794
1395,3175,3.9546735
1483,3175,3.5141168
4042,3175,3.5385137
2655,3175,3.493241
5682,3175,4.2069206
2247,3175,3.7321165
1160,3175,2.6908805
5222,3175,3.110997
796,3175,3.1731858
2225,3175,3.482912
1165,3175,3.5120404
4169,3175,3.8335106
2683,3175,3.082759
3411,3175,2.8432403
3017,3175,3.2609646
5892,3175,3.638127
4610,3175,4.19351
973,3175,2.4028475
4305,3175,3.907698
2168,3175,3.9475856
1125,3175,3.3252983
1505,3175,3.6604645
5102,3175,4.3376236
5090,3175,4.032015
1425,3175,4.1326475
2998,3175,3.602679
2898,3175,3.7566898
3648,3175,2.8463204
1902,3175,3.9525764
5761,3175,4.459157
1399,3175,3.64178
692,3175,4.4213257
1301,3175,3.652087
2489,3175,3.2991374
5492,3175,3.4368243
1467,3175,3.8737233
1701,3175,3.3499064
1010,3175,2.8050766
2824,3175,3.8511665
2105,3175,3.3324578
754,3175,3.359344
2451,3175,3.1169498
3332,3175,3.5988739
2131,3175,3.6491277
1733,3175,3.125405
2041,3175,3.6594698
4478,3175,3.6238172
2691,3175,4.0211053
4638,3175,3.0381114
2106,3175,2.337839
3401,3175,3.4910681
3280,3175,2.9728866
3163,3175,4.03353
3471,3175,3.2854311
1124,3175,3.6405315
3011,3175,4.053545
1329,3175,3.687655
2688,3175,3.1087532
1211,3175,3.3283827
2089,3175,3.4718802
2271,3175,3.8963187
3571,3175,3.7680202
698,3175,3.4818902
1451,3175,4.108192
5386,3175,3.8030326
5938,3175,3.826316
1737,3175,3.741608
1779,3175,3.1433687
5276,3175,3.577138
981,3175,3.0967996
1015,3175,3.8139718
5792,3175,3.2560444
791,3175,3.571854
1717,3175,3.789289
2436,3175,3.6652575
648,3175,3.6384203
1601,3175,4.055256
1998,3175,3.2732155
1716,3175,3.5537796
3038,3175,3.5555577
1463,3175,4.3610387
1780,3175,3.0540898
2350,3175,3.6951272
2012,3175,3.28501
4579,3175,3.7087781
1447,3175,3.9491057
3462,3175,3.5089056
5996,3175,4.0000143
1897,3175,3.6179643
2820,3175,2.8322487
2359,3175,3.9809403
1079,3175,3.237978
2544,3175,3.5546699
5723,3175,3.749363
678,3175,3.988692
4791,3175,3.2025256
752,3175,3.0829837
990,3175,3.7141547
1203,3175,3.8846095
1712,3175,3.985645
3746,3175,3.6624413
3953,3175,3.972681
5395,3175,3.7052376
2594,3175,3.0634768
1547,3175,2.9094727
1980,3175,3.6790285
2427,3175,4.048998
1842,3175,4.154179
753,3175,3.8423011
1860,3175,3.2214625
5654,3175,3.687227
2478,3175,3.115237
1958,3175,3.4467885
5277,3175,3.2697034
4640,3175,3.147233
5991,3175,2.9195883
2944,3175,4.131069
3274,3175,3.8865235
5878,3175,3.9368274
3224,3175,3.8556666
3503,3175,4.084445
2446,3175,3.8240106
1101,3175,3.4178586
5242,3175,3.3272088
3194,3175,3.4697359
1776,3175,3.2986286
1063,3175,4.202807
927,3175,3.249584
3368,3175,3.4390934
5565,3175,4.0516796
4607,3175,3.832009
1882,3175,3.6056678
4585,3175,3.9385548
4169,3749,3.782011
1015,3749,3.7439709
3547,3749,3.6926808
6016,3749,3.4417362
1413,3749,3.4369144
5074,3794,3.2201767
5433,3794,2.8920846
1019,3794,3.0089526
2047,3794,3.4603987
2168,3794,2.8824544
3519,3794,2.9241595
822,3794,2.6643734
4823,3794,3.2843227
2031,3794,3.4332967
1729,3794,3.327611
4277,3794,3.5481033
5090,3794,3.4323452
1425,3794,4.0234003
1306,3794,3.4732678
1137,3794,3.2385693
1952,3794,3.7516794
3908,3794,3.4833705
839,3794,3.6199973
4508,3794,3.3383937
4543,3794,3.325355
2451,3794,2.2463205
1252,3794,3.1940246
1733,3794,3.407562
4445,3794,2.2642071
3285,3794,3.2756174
4647,3794,3.434284
929,3794,2.7872727
2106,3794,2.481366
5329,3794,3.7543833
862,3794,3.2979622
3301,3794,3.6028044
3410,3794,3.3219464
1597,3794,3.8737626
2244,3794,3.3589468
1865,3794,3.365632
5387,3794,3.2768645
5825,3794,3.6362324
1015,3794,3.4563878
2918,3794,3.7521718
4522,3794,2.6907666
856,3794,3.4047194
3821,3794,2.9986432
2020,3794,2.6314259
3518,3794,3.524818
4790,3794,3.125018
1912,3794,2.3872786
3391,3794,3.5015113
1587,3794,3.1479259
678,3794,3.6773114
4834,3794,2.9513502
1980,3794,3.4060862
3829,3794,3.1482742
5394,3794,3.2788212
1954,3794,3.4036293
4771,3794,3.3460777
5233,3794,3.1308181
2008,3794,3.1176052
3159,3794,3.5874333
5413,3794,3.5592089
1584,3794,2.9073715
3624,3918,3.1777155
3626,3918,2.9966407
4277,3918,3.2793086
4312,3918,2.8928099
846,3918,2.7080781
4520,3918,2.913491
1624,3918,2.3118412
1949,3918,2.7964363
1015,3918,2.8344893
3807,3918,2.9705262
1447,3918,2.5339487
678,3918,2.8659992
749,3918,2.5212545
1448,3918,2.1897964
3768,3918,2.6039746
1851,3918,2.5588636
1776,3918,2.7437334
2962,392,2.527562
1698,392,3.2966318
3475,540,2.4463115
970,540,2.3515074
4169,540,2.0825312
855,540,1.9493841
1425,540,2.1814325
2909,540,3.0046642
1181,540,1.8667172
721,540,2.5344596
1643,540,1.966774
2904,540,2.393861
2077,540,2.1008368
2116,540,2.444972
678,540,2.230825
5458,540,1.8535717
5394,540,2.1518085
1448,540,2.2472687
5333,623,3.4892676
1395,737,2.4436457
4829,737,2.0456529
3792,737,1.9929966
881,737,1.8236248
3401,737,1.8242365
1329,737,2.0369081
1717,737,1.8502928
2077,737,1.9111766
2012,737,1.7674291
1447,737,1.9059128
2116,737,2.258806
1203,737,2.0270894
1958,737,1.9629786
1851,737,1.6724662
716,737,2.5731342
1088,858,4.6064916
1959,858,4.9713597
5156,858,4.9635434
897,858,4.289779
1699,858,4.791774
4489,858,4.5202284
3561,858,4.7395988
2247,858,4.3728147
2802,858,4.1401505
3441,858,3.3417253
1863,858,4.891651
4418,858,4.043244
2342,858,4.2174416
874,858,4.3902273
2683,858,4.330534
4958,858,3.9814167
1243,858,4.559297
1415,858,3.94046
2962,858,4.0126834
4107,858,4.7337213
988,858,3.5913076
1889,858,4.085471
2023,858,4.6383047
2809,858,5.048736
3792,858,4.538015
3260,858,4.396021
4591,858,3.7629063
1978,858,4.557744
3963,858,4.5359783
4823,858,4.083176
855,858,4.4349895
1729,858,3.8566716
5102,858,5.2463393
827,858,4.3813176
1425,858,4.943882
4604,858,4.749892
1306,858,4.755989
660,858,3.9148252
935,858,4.1029615
1491,858,4.1531034
2760,858,4.7857485
2239,858,5.187265
2781,858,4.9702516
4842,858,4.860833
2775,858,4.7730637
1798,858,4.024386
1546,858,4.397913
3172,858,4.3301144
699,858,4.211801
2380,858,4.0378456
5621,858,4.159269
1218,858,4.419457
3413,858,4.6214304
2880,858,3.9417791
2489,858,3.8300853
3613,858,4.479202
4781,858,4.4165373
2232,858,4.945281
646,858,4.3907857
846,858,4.885198
1551,858,4.4232883
1701,858,3.8251712
1087,858,4.7171426
5132,858,4.515975
2176,858,4.791544
904,858,3.6556625
2041,858,3.9471376
5291,858,4.615521
2847,858,3.608917
4478,858,4.1093955
3112,858,3.9617844
1946,858,4.6926126
1194,858,4.1930833
4520,858,4.5624037
3074,858,5.0600653
3401,858,4.099418
3277,858,4.5066977
3717,858,4.2598443
937,858,4.7180247
979,858,3.2470045
993,858,4.434389
2060,858,3.9958458
3420,858,4.3155627
1597,858,4.1840324
1164,858,4.192258
4940,858,5.196512
2598,858,3.5984013
1865,858,3.9586806
1982,858,3.8916273
721,858,3.8985212
1142,858,4.490157
884,858,4.523843
5630,858,4.148059
3085,858,4.303797
2991,858,3.4623656
3229,858,3.925227
791,858,4.4213004
2272,858,4.578283
1998,858,3.9116087
2188,858,3.8986988
957,858,4.8068657
2077,858,4.4283886
2172,858,3.9316607
750,858,4.1480565
1611,858,4.919868
1715,858,4.3664346
5172,858,3.8888974
1447,858,4.866677
3462,858,4.4594474
1484,858,4.401676
2114,858,4.4363146
1421,858,4.487692
1556,858,3.5904987
1897,858,4.33966
3842,858,4.702747
2669,858,3.4027119
4063,858,4.0084515
5872,858,4.146036
3288,858,3.217227
5312,858,4.649113
2125,858,4.698165
2749,858,4.483447
5475,858,4.907461
2116,858,4.37599
2868,858,4.428469
3233,858,4.5749526
3459,858,4.3561015
3547,858,4.323006
678,858,4.6050177
752,858,3.8393373
1203,858,4.6834936
1712,858,4.9200006
3079,858,4.029241
2594,858,3.5724707
953,858,5.1894054
3143,858,3.8718848
3041,858,4.2712164
5484,858,4.5415916
1854,858,3.900082
1105,858,4.4293356
1842,858,5.1890984
3203,858,5.0366507
5654,858,4.5471435
2353,858,4.085236
2931,858,4.6789
2946,858,3.8286636
3768,858,4.4470363
2504,858,4.488756
1851,858,3.6082222
5413,858,4.7379165
2063,858,3.5635624
2621,858,3.4093676
5371,858,4.687349
996,858,4.7254515
716,858,4.8679366
2969,858,4.562706
4744,858,3.6757123
755,858,4.5855227
1117,858,4.678394
5034,858,4.507836
1088,897,3.8359613
984,897,3.5843904
1925,897,3.5459547
4277,897,4.1154733
5626,897,4.204426
2909,897,3.9250226
1181,897,3.0323453
1470,897,3.230944
1998,897,3.2504416
1912,897,2.9945257
2544,897,3.5255203
1285,897,3.910884
1117,897,3.7778442
3688,897,4.066739
1088,1025,3.367651
1645,1025,4.435974
2583,1025,4.0787606
2023,1025,3.5456867
3963,1025,3.3561547
2414,1025,3.9392176
855,1025,3.2422163
4277,1025,4.029305
1425,1025,3.623176
777,1025,2.6439326
1930,1025,3.4096513
1087,1025,3.604784
2041,1025,3.494187
2847,1025,2.5976717
3401,1025,3.2002525
4940,1025,3.9366546
5387,1025,3.2584498
890,1025,3.5097604
791,1025,3.2351089
1422,1025,2.9588375
1317,1025,3.5771086
2258,1025,3.4423327
1647,1025,3.2783306
1755,1025,3.422083
1611,1025,3.6476421
1447,1025,3.679435
2125,1025,3.737895
5723,1025,3.473128
678,1025,3.743875
714,1025,4.131051
1524,1025,4.022532
2195,1025,3.8348343
3953,1025,3.671553
1579,1025,3.032195
910,1025,3.3130586
1879,1025,3.629542
716,1025,4.053016
1088,1084,4.077816
1959,1084,4.4458375
3475,1084,4.333895
1303,1084,3.831445
2247,1084,4.0505824
4418,1084,3.5722804
796,1084,3.5488043
2907,1084,3.3340495
1415,1084,3.4925296
988,1084,3.2491524
4591,1084,3.329576
1457,1084,3.8535872
725,1084,4.070814
1505,1084,4.3402143
660,1084,3.492773
2796,1084,3.0992334
3067,1084,4.347673
6002,1084,4.2671585
1113,1084,4.209542
2803,1084,3.7871187
2964,1084,3.9275384
3080,1084,4.294675
1181,1084,3.3106468
2041,1084,3.5819395
3112,1084,3.5739703
2691,1084,4.3961544
1182,1084,3.8308299
3410,1084,3.759254
5397,1084,3.664882
5470,1084,3.922887
4940,1084,4.73743
1698,1084,4.362921
829,1084,4.2594576
5722,1084,4.17199
4682,1084,3.8255045
1422,1084,3.4114218
664,1084,4.171662
1998,1084,3.611642
957,1084,4.356086
3430,1084,3.4609427
3866,1084,3.8737
1447,1084,4.249837
1897,1084,3.9949405
3693,1084,3.8004882
3842,1084,4.447486
2669,1084,3.0637858
3233,1084,4.1789618
4815,1084,4.6145887
1712,1084,4.4011574
1043,1084,4.196185
1547,1084,3.3638406
639,1084,3.4855103
1105,1084,3.965926
1120,1084,4.37294
1842,1084,4.655191
4634,1084,4.5899944
1860,1084,3.388605
5654,1084,4.09943
910,1084,3.8919103
1448,1084,4.165871
5277,1084,3.676147
2276,1084,4.2883806
4744,1084,3.3683183
5636,1084,3.7799475
2025,1127,3.6183598
2655,1127,3.5336812
2247,1127,3.4530802
1160,1127,2.8569071
1426,1127,3.44625
2079,1127,3.63211
1243,1127,3.5085263
2905,1127,3.6838934
2962,1127,2.996252
667,1127,3.7454343
1889,1127,3.2535481
1280,1127,3.8402178
4610,1127,3.7830174
5891,1127,4.0300794
973,1127,2.3003361
1260,1127,3.5683901
926,1127,4.2989917
1457,1127,3.2399735
3963,1127,3.4530563
4823,1127,3.00191
1291,1127,3.438676
855,1127,3.3824842
3991,1127,3.7061763
4604,1127,3.7755938
5450,1127,3.136251
2796,1127,3.02109
2239,1127,3.9772522
3648,1127,2.9820724
3452,1127,4.183718
770,1127,3.3267546
1812,1127,4.0991054
5950,1127,2.7741013
3192,1127,4.1924596
1399,1127,3.6614258
1834,1127,3.9423134
2193,1127,3.6403787
692,1127,4.164019
881,1127,3.0679607
1467,1127,3.725953
3012,1127,3.2158208
646,1127,3.7154398
1087,1127,3.748749
2985,1127,3.6287713
5488,1127,3.2096243
754,1127,3.7255259
2131,1127,3.689986
1733,1127,2.9661808
3285,1127,3.5555577
2691,1127,3.901239
3074,1127,4.0565577
3401,1127,3.4201934
3412,1127,4.179214
2887,1127,3.7485085
